long_name,height_cm,weight_kg,age,overall,potential,sofifa_id,nation_position,nationality_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Thorgan Ganael Francis Hazard,174,71,29,80,80,203486.0,SUB, Belgium,79,74.0,42.0,80.0,77.0,83,82,81,75,82,82,72,87,81,87,77,60,76,64,76,57,63,79,78.0,79.0,58,45,53,6.0,9.0,7.0,7.0,8.0
Leandro Trossard,172,67,27,79,79,207421.0,SUB, Belgium,77,78.0,65.0,77.0,74.0,81,82,69,74,78,89,76,92,72,85,78,78,74,60,79,47,18,77,76.0,75.0,30,31,18,14.0,8.0,11.0,7.0,7.0
Amadou Zeund Georges Ba Mvom Onana,192,76,20,77,87,257057.0,LCM, Belgium,61,57.0,67.0,79.0,51.0,73,58,42,75,77,68,78,63,78,50,72,67,75,80,58,71,73,65,70.0,40.0,72,80,73,7.0,12.0,12.0,9.0,10.0
Leander Dendoncker,188,88,27,79,80,212501.0,SUB, Belgium,75,68.0,77.0,82.0,68.0,73,71,68,78,76,53,68,55,73,54,83,74,84,85,78,75,77,76,75.0,55.0,78,82,80,14.0,8.0,14.0,14.0,6.0
Hans Vanaken,195,80,29,81,81,200155.0,SUB, Belgium,77,82.0,83.0,88.0,79.0,82,78,75,80,87,45,60,57,80,40,82,52,88,76,75,57,61,88,84.0,80.0,58,55,50,13.0,6.0,9.0,15.0,11.0
Timothy Castagne,185,80,26,76,78,222501.0,RES, Belgium,79,60.0,69.0,75.0,40.0,79,58,33,70,80,75,76,68,78,66,62,72,84,66,52,79,78,77,69.0,47.0,80,79,72,14.0,9.0,15.0,10.0,15.0
Charles De Ketelaere,192,79,21,78,88,251470.0,SUB, Belgium,74,78.0,75.0,77.0,76.0,83,73,72,77,83,73,77,78,76,64,77,69,83,75,74,57,61,77,79.0,67.0,45,61,57,11.0,8.0,14.0,8.0,8.0
Michy Batshuayi Tunga,185,78,28,80,80,204529.0,SUB, Belgium,65,80.0,80.0,70.0,76.0,77,70,66,45,77,78,78,80,80,71,85,84,69,82,77,63,30,82,64.0,72.0,40,26,22,9.0,10.0,16.0,7.0,15.0
Ikoma Loïs Openda,175,78,22,76,84,243580.0,SUB, Belgium,70,77.0,65.0,70.0,70.0,75,70,63,56,80,94,93,84,74,81,73,92,79,75,66,72,16,76,67.0,74.0,29,19,15,9.0,8.0,10.0,8.0,13.0
Jérémy Doku,173,60,20,75,85,246420.0,RES, Belgium,65,67.0,37.0,70.0,54.0,83,60,44,59,76,94,89,89,70,87,73,75,61,67,55,58,18,72,71.0,51.0,22,28,25,11.0,10.0,8.0,9.0,12.0
Zeno Debast,189,83,18,73,85,254262.0,RCB, Belgium,50,21.0,68.0,72.0,47.0,52,38,29,63,67,70,77,62,70,60,55,72,60,77,46,72,75,23,40.0,40.0,72,74,72,6.0,6.0,15.0,6.0,5.0
Yassine Bounou,190,78,31,83,83,209981.0,GK, Morocco,15,14.0,14.0,39.0,13.0,20,12,19,44,12,37,34,47,80,29,57,48,43,69,19,25,12,10,62.0,24.0,20,18,15,83.0,81.0,76.0,83.0,85.0
Achraf Hakimi Mouh,181,73,23,86,89,235212.0,RB, Morocco,87,75.0,68.0,83.0,74.0,83,81,88,73,86,91,93,82,82,78,86,79,95,72,77,78,80,78,77.0,60.0,76,78,78,10.0,8.0,14.0,6.0,8.0
Noussair Mazraoui,183,62,24,82,86,236401.0,LB, Morocco,79,69.0,65.0,83.0,56.0,83,69,42,76,84,83,84,86,78,69,68,69,88,70,61,69,80,84,77.0,44.0,75,78,80,12.0,7.0,13.0,12.0,12.0
Sofyan Amrabat,183,70,25,77,78,224158.0,CDM, Morocco,60,70.0,61.0,79.0,68.0,72,70,58,73,80,69,68,64,74,83,72,69,82,82,75,78,75,68,70.0,57.0,75,76,70,13.0,13.0,6.0,16.0,12.0
Nayef Aguerd,190,76,26,80,83,244749.0,LCB, Morocco,48,40.0,81.0,76.0,41.0,58,55,41,72,76,65,80,58,80,56,69,89,79,78,54,78,81,52,60.0,48.0,79,83,79,7.0,15.0,9.0,14.0,6.0
Romain Saïss,190,84,32,78,78,208295.0,RCB, Morocco,54,52.0,80.0,77.0,47.0,65,65,54,78,71,57,66,61,75,60,67,84,73,80,58,88,80,53,71.0,50.0,79,77,75,10.0,16.0,6.0,11.0,7.0
Hakim Ziyech,181,65,29,83,83,208670.0,RW, Morocco,88,73.0,52.0,86.0,74.0,83,90,79,89,84,78,77,83,83,78,83,33,78,52,80,73,51,81,88.0,69.0,44,57,41,11.0,7.0,11.0,8.0,14.0
Azzedine Ounahi,182,62,22,71,82,255125.0,RCM, Morocco,58,60.0,58.0,75.0,49.0,74,59,52,74,73,73,74,77,68,73,72,60,81,63,60,58,60,64,70.0,55.0,56,66,61,14.0,13.0,6.0,8.0,7.0
Abderrazak Hamdallah,179,82,31,76,76,213761.0,SUB, Morocco,66,80.0,74.0,72.0,72.0,78,74,72,60,75,71,73,78,77,50,77,71,71,79,70,57,20,78,74.0,63.0,30,25,20,9.0,11.0,9.0,15.0,10.0
Anass Zaroury,176,68,21,71,82,260843.0,RES, Morocco,61,67.0,52.0,68.0,58.0,76,74,52,65,73,85,79,84,67,87,77,72,71,51,63,52,28,66,68.0,50.0,18,27,22,10.0,10.0,11.0,11.0,6.0
Abdelhamid Sabiri,186,80,25,72,77,237499.0,SUB, Morocco,65,66.0,68.0,72.0,41.0,79,77,70,65,77,68,54,77,73,63,77,70,70,67,76,53,51,69,68.0,57.0,52,59,58,8.0,6.0,14.0,8.0,12.0
Munir Mohand Mohamedi,190,89,33,74,74,223573.0,SUB, Morocco,21,19.0,23.0,30.0,13.0,19,25,16,33,31,48,45,43,69,44,53,65,43,77,11,34,22,15,46.0,25.0,15,21,18,73.0,73.0,70.0,74.0,75.0
Ilias Chair,164,64,24,73,78,238490.0,SUB, Morocco,62,66.0,40.0,73.0,54.0,73,64,61,69,73,76,76,88,70,91,72,45,74,41,73,33,22,69,74.0,52.0,34,34,22,11.0,15.0,10.0,6.0,13.0
Zakaria Aboukhlal,179,73,22,70,79,248564.0,SUB, Morocco,62,67.0,48.0,64.0,54.0,73,68,52,55,70,87,85,85,65,76,73,62,77,59,68,52,20,64,65.0,62.0,28,29,33,10.0,6.0,10.0,5.0,12.0
Selim Amallah,186,82,25,74,77,229010.0,LCM, Morocco,70,74.0,64.0,74.0,72.0,76,73,74,76,76,72,70,72,71,57,78,69,76,76,79,77,66,73,75.0,79.0,62,62,57,13.0,10.0,10.0,8.0,14.0
Abdessamad Ezzalzouli,177,73,20,71,83,264432.0,SUB, Morocco,63,64.0,34.0,65.0,49.0,81,65,40,61,78,82,79,78,66,77,65,42,44,56,59,34,18,64,62.0,53.0,25,32,28,7.0,5.0,6.0,12.0,9.0
Sofiane Boufal,175,67,28,77,77,211381.0,LW, Morocco,72,70.0,38.0,77.0,72.0,85,76,64,70,81,81,77,85,71,85,71,35,61,57,68,51,23,76,77.0,72.0,18,42,35,9.0,16.0,10.0,14.0,7.0
Jawad El Yamiq,193,80,30,74,74,241775.0,SUB, Morocco,38,40.0,75.0,65.0,30.0,60,36,32,71,61,84,87,69,73,56,67,90,75,84,52,74,75,60,37.0,41.0,73,74,70,15.0,12.0,10.0,10.0,8.0
Youssef En-Nesyri,188,78,25,80,85,235410.0,ST, Morocco,54,83.0,86.0,71.0,76.0,78,63,56,58,79,75,81,70,80,40,83,83,74,76,75,76,31,82,52.0,70.0,27,31,27,13.0,9.0,14.0,9.0,13.0
Achraf Dari,190,75,23,71,78,271027.0,SUB, Morocco,39,21.0,73.0,61.0,33.0,46,44,34,48,60,55,70,49,67,56,56,76,61,76,27,69,69,21,49.0,46.0,70,74,70,14.0,8.0,9.0,13.0,6.0
Walid Cheddira,187,85,24,69,75,268511.0,RES, Morocco,66,73.0,61.0,62.0,57.0,63,49,47,58,69,75,79,71,60,52,64,60,69,83,67,55,29,74,66.0,70.0,41,41,34,5.0,6.0,14.0,10.0,14.0
Ahmed Reda Tagnaouti,186,85,26,72,76,241777.0,SUB, Morocco,16,8.0,16.0,25.0,15.0,19,16,10,20,20,37,40,30,70,60,51,70,32,71,12,35,17,10,42.0,20.0,15,12,10,72.0,70.0,68.0,70.0,71.0
Bilal El Khannouss,180,60,18,68,83,257504.0,RES, Morocco,63,50.0,27.0,74.0,51.0,74,66,61,70,77,76,68,78,58,76,49,65,66,51,55,41,43,55,70.0,43.0,36,39,32,10.0,6.0,14.0,13.0,10.0
Badr Benoun,193,78,28,72,72,,, Al Ain,30,30.0,68.0,76.0,26.0,42,24,26,63,65,60,65,50,70,45,42,65,69,70,25,60,73,42,50.0,70.0,76,74,68,1.0,1.0,1.0,1.0,1.0
Yahya Attiat-Allah,176,70,27,71,72,268866.0,SUB, Morocco,73,51.0,57.0,64.0,45.0,66,67,62,63,71,77,78,71,67,72,59,72,81,68,50,65,65,58,61.0,55.0,62,67,65,14.0,14.0,11.0,8.0,7.0
Yahya Jabrane,183,80,31,71,71,268864.0,SUB, Morocco,60,56.0,60.0,68.0,40.0,66,55,50,67,73,59,63,58,73,71,60,58,78,80,52,66,68,60,65.0,70.0,66,70,67,6.0,15.0,11.0,14.0,12.0
Dominik Livaković,188,79,27,81,84,241671.0,GK, Croatia,13,12.0,13.0,46.0,10.0,19,12,11,56,28,57,54,65,77,30,55,61,32,75,9,26,21,11,60.0,15.0,24,20,21,81.0,77.0,73.0,78.0,85.0
Josip Stanišić,186,77,22,72,81,250955.0,SUB, Croatia,65,39.0,71.0,72.0,29.0,62,57,23,48,66,68,73,66,68,63,48,60,70,70,32,68,70,43,44.0,37.0,71,72,70,11.0,6.0,10.0,9.0,12.0
Borna Barišić,186,80,29,75,75,241673.0,SUB, Croatia,78,55.0,69.0,75.0,61.0,73,75,77,71,75,74,71,69,68,65,72,70,80,73,63,74,71,67,71.0,66.0,70,73,72,12.0,13.0,6.0,8.0,9.0
Ivan Perišić,187,80,33,84,84,181458.0,LM, Croatia,85,80.0,80.0,79.0,81.0,83,78,75,79,82,79,80,81,84,79,84,87,84,80,78,65,72,85,75.0,76.0,80,70,68,6.0,7.0,10.0,9.0,6.0
Martin Erlić,192,88,24,74,79,244456.0,SUB, Croatia,31,29.0,75.0,68.0,33.0,49,32,28,62,57,55,72,41,73,45,55,60,54,82,21,78,71,31,33.0,49.0,72,77,75,9.0,9.0,7.0,13.0,8.0
Dejan Lovren,188,84,32,81,81,195086.0,RCB, Croatia,59,33.0,84.0,69.0,42.0,63,35,18,66,67,52,55,50,80,41,63,82,64,83,34,84,82,21,56.0,52.0,80,83,83,14.0,14.0,13.0,10.0,7.0
Lovro Majer,178,75,24,79,84,244261.0,SUB, Croatia,79,71.0,55.0,80.0,67.0,85,86,77,79,84,75,63,84,76,69,76,57,76,64,72,62,63,77,80.0,78.0,56,65,58,9.0,12.0,12.0,5.0,6.0
Mateo Kovačić,177,80,28,84,84,207410.0,LCM, Croatia,73,61.0,42.0,90.0,76.0,89,79,70,84,89,77,65,87,82,84,79,75,79,65,75,77,75,73,86.0,59.0,73,76,68,9.0,5.0,6.0,7.0,7.0
Andrej Kramarić,177,73,31,83,83,216354.0,ST, Croatia,76,80.0,69.0,84.0,79.0,85,79,78,66,85,75,69,84,85,86,82,72,76,69,80,73,21,84,82.0,91.0,35,20,26,8.0,14.0,14.0,7.0,15.0
Luka Modrić,172,66,36,89,89,177003.0,RCM, Croatia,86,73.0,55.0,92.0,76.0,85,85,78,93,91,76,70,91,89,92,79,67,83,58,82,62,80,79,90.0,82.0,70,75,72,13.0,9.0,7.0,14.0,9.0
Marcelo Brozović,181,68,29,86,86,216352.0,CDM, Croatia,73,69.0,70.0,85.0,65.0,79,79,74,84,84,70,68,79,83,84,80,70,94,68,84,86,84,67,83.0,69.0,80,84,82,8.0,8.0,15.0,11.0,8.0
Ivo Grbić,195,93,26,75,79,258390.0,SUB, Croatia,14,9.0,11.0,35.0,8.0,15,20,13,32,21,31,23,24,71,24,55,58,25,68,7,26,12,9,40.0,19.0,11,13,12,75.0,71.0,73.0,74.0,76.0
Nikola Vlašić,178,79,24,79,82,241095.0,SUB, Croatia,72,74.0,65.0,78.0,71.0,82,70,72,75,82,78,80,78,76,88,80,55,74,70,81,68,26,77,77.0,66.0,54,52,37,6.0,14.0,15.0,9.0,14.0
Marko Livaja,182,80,28,77,77,205855.0,SUB, Croatia,68,77.0,74.0,76.0,73.0,80,68,72,53,80,81,75,66,75,76,83,78,71,82,70,88,27,76,79.0,86.0,39,32,20,15.0,9.0,12.0,15.0,12.0
Mario Pašalić,189,82,27,82,82,223273.0,RM, Croatia,68,83.0,65.0,83.0,72.0,84,69,59,80,85,75,77,76,78,54,78,70,83,75,75,76,73,87,79.0,61.0,61,72,64,11.0,13.0,13.0,13.0,14.0
Bruno Petković,193,88,27,74,74,215455.0,RES, Croatia,66,72.0,79.0,78.0,74.0,80,69,76,74,83,71,72,70,66,47,82,77,68,90,57,48,23,62,82.0,86.0,38,41,29,11.0,15.0,9.0,14.0,10.0
Ante Budimir,190,75,30,76,76,188335.0,RES, Croatia,41,78.0,83.0,64.0,70.0,78,44,52,41,79,58,65,54,72,31,76,65,64,81,71,77,24,79,39.0,65.0,29,35,27,11.0,14.0,8.0,16.0,15.0
Mislav Oršić,179,69,29,77,77,221174.0,SUB, Croatia,78,78.0,54.0,70.0,78.0,72,84,80,62,75,87,89,88,79,84,82,66,80,57,85,47,58,79,69.0,79.0,56,57,55,8.0,13.0,6.0,15.0,14.0
Borna Sosa,187,79,24,77,81,243388.0,LB, Croatia,87,41.0,64.0,74.0,44.0,78,79,55,72,78,78,79,73,78,68,70,67,78,68,65,65,69,67,78.0,31.0,72,74,69,10.0,6.0,6.0,8.0,9.0
Joško Gvardiol,185,80,20,80,89,251517.0,LCB, Croatia,61,42.0,76.0,76.0,54.0,75,59,59,74,76,80,84,68,75,65,76,84,79,84,56,85,80,58,65.0,61.0,77,83,83,5.0,8.0,6.0,9.0,11.0
Domagoj Vida,184,76,33,78,78,199206.0,SUB, Croatia,65,41.0,80.0,62.0,36.0,53,44,35,60,62,74,75,64,73,63,54,87,82,80,22,82,78,43,50.0,51.0,80,78,79,16.0,13.0,10.0,9.0,8.0
Josip Juranović,173,68,26,76,77,257771.0,RB, Croatia,77,57.0,57.0,73.0,57.0,72,70,67,68,74,85,87,82,71,82,78,59,84,61,62,74,68,67,68.0,80.0,68,73,69,12.0,9.0,10.0,15.0,11.0
Ivica Ivušić,195,71,27,73,77,242288.0,SUB, Croatia,12,9.0,10.0,18.0,7.0,12,13,12,25,18,42,40,56,74,48,52,70,36,66,6,33,8,7,45.0,12.0,20,13,11,71.0,71.0,69.0,71.0,73.0
Josip Šutalo,190,82,22,77,84,256325.0,SUB, Croatia,43,24.0,75.0,73.0,26.0,67,29,22,71,74,79,77,62,78,51,41,80,76,83,26,70,76,34,53.0,39.0,79,78,77,8.0,15.0,7.0,11.0,14.0
Luka Sučić,185,71,19,72,84,258775.0,RES, Croatia,73,66.0,47.0,74.0,71.0,76,73,73,74,77,74,76,73,69,65,74,63,73,62,76,49,56,68,74.0,65.0,47,50,44,15.0,12.0,10.0,11.0,7.0
Kristijan Jakić,181,75,25,75,77,257889.0,SUB, Croatia,51,52.0,69.0,73.0,60.0,65,41,45,75,75,76,55,64,70,75,79,65,86,81,70,83,72,57,66.0,49.0,70,76,72,10.0,10.0,5.0,9.0,10.0
Alisson Ramsés Becker,193,91,29,89,90,212831.0,GK, Brazil,17,13.0,29.0,60.0,20.0,27,19,18,58,40,56,47,40,87,37,64,52,32,78,14,27,11,13,66.0,23.0,15,19,16,86.0,86.0,85.0,89.0,88.0
Danilo Luiz da Silva,184,78,30,80,80,199304.0,RB, Brazil,76,59.0,76.0,77.0,69.0,73,73,73,74,79,66,77,62,77,65,84,75,77,80,69,78,82,69,64.0,67.0,82,82,80,14.0,5.0,15.0,14.0,5.0
Thiago Emiliano da Silva,183,79,37,86,86,164240.0,LCB, Brazil,60,40.0,91.0,81.0,61.0,67,62,61,82,79,45,52,67,81,66,71,88,68,82,65,76,87,59,71.0,60.0,86,87,83,9.0,12.0,5.0,9.0,10.0
Marcos Aoás Corrêa,183,75,28,88,90,207865.0,RCB, Brazil,68,59.0,88.0,84.0,35.0,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76.0,52.0,90,89,89,6.0,6.0,12.0,10.0,13.0
Carlos Henrique Venancio Casimiro,185,84,30,90,90,200145.0,RCM, Brazil,58,64.0,79.0,86.0,62.0,69,62,74,85,79,60,69,61,87,66,88,87,90,90,81,91,89,75,80.0,66.0,88,88,87,13.0,14.0,16.0,12.0,12.0
Alex Sandro Lobo Silva,180,80,31,80,80,191043.0,LB, Brazil,82,55.0,76.0,75.0,68.0,78,78,56,66,80,72,79,75,77,76,78,78,79,77,72,80,75,69,70.0,60.0,74,80,76,7.0,7.0,9.0,12.0,5.0
Lucas Tolentino Coelho de Lima,180,72,24,85,87,233927.0,CAM, Brazil,72,82.0,68.0,87.0,74.0,88,77,74,84,86,74,77,75,83,77,77,78,81,77,80,76,71,85,87.0,75.0,67,72,63,14.0,9.0,12.0,11.0,11.0
Frederico Rodrigues de Paula Santos,169,62,29,82,82,209297.0,LCM, Brazil,74,68.0,56.0,85.0,62.0,80,78,74,82,80,82,76,89,87,88,78,82,94,52,75,85,85,76,76.0,64.0,75,81,70,7.0,16.0,15.0,11.0,15.0
Richarlison de Andrade,184,71,25,84,89,231943.0,SUB, Brazil,73,85.0,82.0,77.0,74.0,86,74,65,61,87,85,80,79,87,71,87,86,81,76,72,84,46,88,74.0,77.0,45,58,48,12.0,7.0,8.0,11.0,13.0
Neymar da Silva Santos Júnior,175,68,30,91,91,190871.0,ST, Brazil,83,88.0,72.0,84.0,87.0,95,88,87,79,96,88,86,94,88,82,85,62,79,52,83,63,37,91,89.0,93.0,35,32,29,9.0,9.0,15.0,15.0,11.0
Raphael Dias Belloli,176,68,25,83,86,233419.0,RW, Brazil,79,79.0,45.0,76.0,72.0,87,81,85,74,84,90,91,88,83,79,83,74,86,65,79,76,55,82,77.0,78.0,47,54,38,8.0,7.0,13.0,8.0,14.0
Weverton Pereira da Silva,189,84,34,84,84,186555.0,RES, Brazil,13,17.0,14.0,49.0,14.0,16,20,13,45,19,43,23,38,81,49,58,71,45,73,13,22,26,16,32.0,17.0,14,14,14,82.0,80.0,77.0,85.0,89.0
Daniel Alves da Silva,172,70,39,77,77,146530.0,SUB, Brazil,79,63.0,59.0,85.0,67.0,77,83,73,80,78,70,66,79,73,80,82,70,67,50,77,80,72,75,78.0,70.0,71,72,73,5.0,11.0,9.0,6.0,7.0
Éder Gabriel Militão,186,78,24,84,89,240130.0,SUB, Brazil,69,48.0,83.0,79.0,34.0,70,60,40,76,77,82,87,70,83,62,62,85,86,80,42,85,84,64,59.0,60.0,85,86,84,11.0,8.0,15.0,12.0,15.0
Fábio Henrique Tavares,188,78,28,86,86,209499.0,SUB, Brazil,75,63.0,75.0,87.0,47.0,76,71,53,85,81,64,68,63,87,64,81,75,88,81,70,81,83,74,76.0,90.0,85,85,82,13.0,12.0,6.0,8.0,8.0
Alex Nicolao Telles,181,71,29,80,80,212462.0,SUB, Brazil,84,63.0,66.0,80.0,66.0,77,87,79,79,79,78,80,75,79,70,87,81,82,62,83,76,79,76,78.0,83.0,74,77,76,13.0,8.0,12.0,11.0,14.0
Bruno Guimarães Rodriguez Moura,182,74,24,80,85,247851.0,SUB, Brazil,68,66.0,61.0,82.0,66.0,81,75,62,82,82,68,69,74,80,78,64,62,84,75,67,77,79,71,83.0,65.0,77,77,74,7.0,11.0,15.0,11.0,11.0
Gabriel Fernando de Jesus,175,73,25,83,86,230666.0,SUB, Brazil,74,84.0,78.0,78.0,77.0,87,76,54,66,85,87,81,91,82,87,83,79,82,69,76,75,32,85,75.0,75.0,45,30,28,13.0,8.0,6.0,6.0,15.0
Antony Matheus dos Santos,172,63,22,82,89,255475.0,SUB, Brazil,79,76.0,45.0,75.0,67.0,87,80,74,62,87,95,91,92,75,85,73,57,79,62,76,76,39,77,80.0,66.0,46,37,21,9.0,10.0,14.0,8.0,13.0
Vinícius José Paixão de Oliveira Júnior,176,73,21,86,92,238794.0,LW, Brazil,72,84.0,50.0,75.0,72.0,92,77,62,73,89,95,95,94,82,83,76,75,84,62,76,58,26,82,75.0,65.0,32,25,18,5.0,7.0,7.0,7.0,10.0
Rodrygo Silva de Goes,174,64,21,81,88,243812.0,SUB, Brazil,74,80.0,62.0,77.0,67.0,84,80,73,64,83,88,88,87,78,85,73,74,81,42,74,54,21,79,73.0,74.0,25,36,32,9.0,8.0,12.0,8.0,5.0
Éverton Augusto de Barros Ribeiro,174,69,33,80,80,181019.0,SUB, Brazil,74,74.0,64.0,83.0,77.0,86,76,69,80,81,81,79,83,77,81,78,59,70,46,73,45,58,74,77.0,72.0,46,40,38,13.0,13.0,6.0,15.0,8.0
Éverton Augusto de Barros Ribeiro,174,69,33,80,80,181019.0,SUB, Brazil,74,74.0,64.0,83.0,77.0,86,76,69,80,81,81,79,83,77,81,78,59,70,46,73,45,58,74,77.0,72.0,46,40,38,13.0,13.0,6.0,15.0,8.0
Gleison Bremer Silva Nascimento,188,82,25,82,86,239580.0,RES, Brazil,46,55.0,85.0,69.0,44.0,62,30,20,69,65,77,78,72,79,75,68,82,70,82,35,82,82,58,45.0,43.0,84,84,83,13.0,15.0,13.0,5.0,6.0
Pedro Guilherme Abreu dos Santos,185,78,25,80,84,233605.0,SUB, Brazil,46,86.0,74.0,72.0,74.0,75,55,49,54,82,71,69,72,77,66,82,74,65,77,74,52,32,89,75.0,75.0,44,38,28,8.0,7.0,10.0,6.0,8.0
Gabriel Teodoro Martinelli Silva,178,75,21,79,89,251566.0,RES, Brazil,74,77.0,72.0,72.0,61.0,83,72,65,50,81,88,86,84,78,79,72,55,78,61,65,77,37,77,75.0,60.0,44,40,43,10.0,6.0,7.0,6.0,6.0
Marko Dmitrović,194,94,30,77,78,227290.0,SUB, Serbia,30,20.0,20.0,40.0,20.0,8,20,18,40,9,39,35,32,72,37,56,50,45,79,17,20,17,9,45.0,58.0,19,22,20,76.0,78.0,75.0,77.0,77.0
Strahinja Pavlović,194,84,21,73,84,254840.0,LCB, Serbia,53,43.0,72.0,63.0,25.0,63,39,38,58,69,53,64,37,70,38,56,59,63,84,36,72,73,34,31.0,43.0,72,75,72,12.0,14.0,8.0,10.0,13.0
Strahinja Erakovic,187,76,21,69,82,,, Red Star,31,29.0,62.0,60.0,37.0,52,27,35,58,58,64,70,52,49,47,46,76,61,79,25,70,64,30,30.0,48.0,65,70,68,13.0,9.0,7.0,11.0,5.0
Nikola Milenković,195,90,24,80,85,238095.0,RCB, Serbia,66,38.0,82.0,69.0,35.0,60,43,29,66,70,67,62,50,76,34,60,73,79,86,54,84,78,25,55.0,34.0,82,82,78,8.0,7.0,13.0,7.0,14.0
Miloš Veljković,188,85,26,73,75,221354.0,CB, Serbia,43,27.0,76.0,67.0,30.0,51,31,24,62,66,52,45,58,75,64,45,83,67,78,31,67,74,37,44.0,37.0,71,75,73,15.0,7.0,15.0,11.0,11.0
Nemanja Maksimović,189,78,27,77,79,239433.0,SUB, Serbia,65,69.0,73.0,76.0,49.0,69,62,72,74,75,52,51,59,80,54,71,76,83,75,68,78,78,73,75.0,51.0,74,78,70,14.0,10.0,15.0,15.0,13.0
Nemanja Radonjić,185,76,26,74,75,243656.0,SUB, Serbia,70,69.0,49.0,70.0,74.0,76,68,54,66,73,89,88,75,73,71,76,45,67,60,73,43,22,69,71.0,57.0,31,30,23,7.0,9.0,14.0,13.0,6.0
Nemanja Gudelj,187,73,30,79,79,193198.0,LCM, Serbia,74,58.0,69.0,84.0,69.0,66,80,79,78,78,52,56,59,70,50,85,67,81,87,81,82,76,65,74.0,74.0,74,75,72,8.0,11.0,8.0,14.0,12.0
Aleksandar Mitrović,189,90,27,78,78,215716.0,LS, Serbia,29,81.0,81.0,71.0,78.0,67,51,52,50,77,55,69,67,78,63,82,84,76,91,70,89,14,82,70.0,74.0,25,24,13,15.0,12.0,6.0,7.0,13.0
Dušan Tadić,181,76,33,86,86,199434.0,CAM, Serbia,88,83.0,66.0,87.0,80.0,84,85,79,80,88,68,68,75,85,84,79,59,88,81,77,56,41,85,89.0,84.0,51,34,26,11.0,11.0,14.0,9.0,16.0
Luka Jović,181,85,24,78,83,232432.0,SUB, Serbia,67,77.0,78.0,72.0,83.0,77,77,56,61,80,72,76,75,78,78,82,76,74,78,75,62,23,80,70.0,66.0,25,26,16,8.0,7.0,12.0,9.0,13.0
Predrag Rajković,191,85,26,79,83,241727.0,GK, Serbia,13,9.0,13.0,31.0,8.0,8,14,10,42,18,30,18,32,74,29,56,35,26,66,10,25,10,4,42.0,20.0,11,10,10,77.0,76.0,74.0,80.0,82.0
Stefan Mitrović,189,84,32,72,72,209547.0,SUB, Serbia,38,22.0,73.0,67.0,28.0,51,29,33,65,58,30,31,33,67,34,59,73,73,86,38,82,73,31,43.0,35.0,72,71,68,9.0,8.0,8.0,15.0,16.0
Andrija Živković,170,62,25,77,77,220746.0,RM, Serbia,76,74.0,46.0,74.0,66.0,82,83,71,65,81,82,78,75,69,88,78,60,74,54,70,60,64,71,77.0,68.0,49,59,50,9.0,11.0,8.0,6.0,6.0
Srđan Babić,195,86,26,73,78,235589.0,RES, Serbia,23,35.0,72.0,61.0,33.0,46,41,40,58,62,53,57,42,72,38,57,73,58,89,41,69,70,28,36.0,38.0,74,75,72,14.0,9.0,11.0,13.0,6.0
Saša Lukić,183,77,25,77,78,236699.0,SUB, Serbia,69,65.0,61.0,82.0,68.0,81,72,70,78,81,63,58,65,71,73,74,63,81,69,69,69,67,70,76.0,70.0,69,72,72,9.0,11.0,13.0,9.0,6.0
Filip Kostić,184,84,29,85,85,208574.0,LM, Serbia,92,76.0,59.0,80.0,75.0,85,79,80,77,82,87,82,76,82,79,86,67,90,77,78,80,63,79,81.0,66.0,69,72,68,13.0,14.0,12.0,12.0,13.0
Dušan Vlahović,190,75,22,84,90,246430.0,RS, Serbia,57,88.0,77.0,73.0,78.0,80,69,59,59,85,77,82,61,85,52,84,68,79,88,82,60,24,88,68.0,73.0,19,26,24,5.0,15.0,6.0,11.0,10.0
Uroš Račić,193,81,24,75,80,244253.0,SUB, Serbia,70,68.0,75.0,78.0,66.0,71,70,59,76,78,57,67,62,74,56,80,75,73,88,78,68,74,71,72.0,72.0,75,78,74,11.0,12.0,9.0,14.0,7.0
Sergej Milinković-Savić,192,76,27,86,87,223848.0,RCM, Serbia,71,82.0,86.0,86.0,74.0,85,81,78,86,87,66,70,62,84,63,83,87,91,87,81,79,79,82,83.0,59.0,78,79,74,7.0,10.0,7.0,16.0,7.0
Filip Đuričić,176,69,30,75,75,193881.0,SUB, Serbia,65,67.0,48.0,78.0,69.0,79,76,69,75,78,74,70,77,74,77,71,72,55,67,71,45,42,70,77.0,69.0,45,35,43,8.0,8.0,9.0,15.0,8.0
Darko Lazović,181,66,31,77,77,212127.0,SUB, Serbia,78,64.0,59.0,75.0,71.0,78,74,76,70,76,86,84,84,71,83,79,44,83,51,74,71,65,70,70.0,55.0,66,67,65,14.0,10.0,11.0,11.0,9.0
