long_name,height_cm,weight_kg,age,overall,potential,nation_position,nationality_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year
Vincent Jean Mpoy Kompany,190,85,33,83,83,CB,Belgium,61,45.0,83.0,73.0,46.0,63,61,52,66,70,48,51,50,80,41,73,61,65,87,55,83,82,41,59.0,63.0,85,85,81,10.0,9.0,5.0,8.0,6.0,2020
Fabio Quagliarella,180,79,36,83,83,SUB,Italy,66,89.0,69.0,79.0,88.0,79,78,78,73,84,70,68,71,84,76,90,68,65,74,89,44,26,87,77.0,85.0,35,21,15,6.0,7.0,5.0,4.0,4.0,2020
Kasper Peter Schmeichel,189,89,32,83,83,GK,Denmark,18,12.0,16.0,44.0,15.0,12,13,15,46,40,56,60,62,81,47,59,60,34,64,14,35,20,13,59.0,26.0,14,14,13,82.0,77.0,79.0,79.0,88.0,2020
Radamel Falcao García Zárate,177,72,33,83,83,ST,Colombia,55,86.0,89.0,78.0,83.0,74,81,72,58,81,66,64,75,82,75,78,90,67,72,77,73,41,90,70.0,81.0,39,42,19,10.0,13.0,6.0,9.0,5.0,2020
Rui Pedro dos Santos Patrício,190,84,31,83,83,GK,Portugal,12,12.0,11.0,31.0,17.0,20,10,16,30,23,53,57,61,77,54,58,79,45,77,11,39,22,13,64.0,32.0,14,13,11,84.0,80.0,77.0,81.0,82.0,2020
Jordan Henderson,182,80,29,83,83,RCM,England,82,67.0,65.0,84.0,71.0,76,80,74,84,81,65,64,69,84,70,77,77,90,74,71,82,80,75,83.0,64.0,79,80,76,7.0,13.0,7.0,9.0,13.0,2020
Gylfi Þór Sigurðsson,186,77,29,83,83,CAM,Iceland,86,78.0,60.0,85.0,75.0,82,87,86,77,85,57,56,68,79,63,84,65,86,65,86,57,55,79,86.0,79.0,57,57,55,13.0,8.0,10.0,15.0,12.0,2020
Aaron Ramsey,183,76,28,83,83,CAM,Wales,75,75.0,58.0,84.0,79.0,81,70,66,80,83,66,69,73,81,74,81,66,89,67,74,74,69,84,81.0,75.0,68,72,68,6.0,11.0,5.0,10.0,8.0,2020
Kevin Trapp,189,86,28,83,84,SUB,Germany,13,13.0,11.0,25.0,12.0,10,14,12,12,24,45,52,42,81,37,59,75,45,73,13,30,22,12,46.0,17.0,15,14,10,82.0,77.0,79.0,83.0,85.0,2020
Daley Blind,180,72,29,83,83,LB,Netherlands,80,62.0,75.0,83.0,66.0,75,84,62,83,82,61,48,71,85,72,73,72,76,74,65,70,86,66,77.0,54.0,82,84,79,12.0,9.0,10.0,14.0,10.0,2020
Lukáš Hrádecký,192,85,29,83,83,GK,Finland,11,11.0,11.0,15.0,9.0,10,11,15,20,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53.0,20.0,10,10,13,85.0,79.0,69.0,82.0,86.0,2020
Nicolás Hernán Gonzalo Otamendi,183,81,31,83,83,SUB,Argentina,52,54.0,84.0,75.0,57.0,51,50,39,72,70,55,57,58,78,58,69,89,65,79,56,91,83,48,53.0,45.0,82,84,83,12.0,5.0,8.0,11.0,12.0,2020
Koen Casteels,197,86,27,83,85,SUB,Belgium,15,15.0,14.0,35.0,13.0,14,20,13,37,23,44,46,50,82,43,59,58,44,72,18,33,16,15,42.0,20.0,11,19,17,83.0,79.0,79.0,82.0,83.0,2020
Juan Guillermo Cuadrado Bello,179,72,31,83,83,RW,Colombia,78,64.0,58.0,81.0,70.0,90,78,69,69,85,90,92,91,78,81,84,74,74,58,80,78,62,78,76.0,65.0,63,70,74,5.0,5.0,13.0,6.0,9.0,2020
Rodrigo Moreno Machado,182,77,28,83,83,SUB,Spain,72,80.0,80.0,80.0,77.0,82,83,67,58,82,88,91,81,82,74,83,77,74,71,76,60,31,83,77.0,77.0,44,41,40,7.0,13.0,10.0,11.0,5.0,2020
Wilfried Zaha,180,66,26,83,85,RW,Côte d'Ivoire,78,78.0,47.0,75.0,64.0,90,57,51,65,87,88,93,87,77,81,81,58,76,74,70,73,23,78,76.0,66.0,22,29,28,15.0,10.0,15.0,11.0,10.0,2020
Charles Mariano Aránguiz Sandoval,171,70,30,83,83,RCM,Chile,78,66.0,53.0,85.0,68.0,79,75,76,84,83,72,55,80,86,86,80,61,87,64,77,80,82,76,81.0,76.0,76,74,72,15.0,7.0,12.0,8.0,13.0,2020
Jasper Cillessen,185,83,30,83,84,GK,Netherlands,17,10.0,12.0,50.0,19.0,12,10,10,35,32,54,50,48,80,50,59,71,40,67,15,25,25,11,60.0,21.0,18,12,11,82.0,83.0,78.0,81.0,83.0,2020
Danilo Luís Hélio Pereira,188,83,27,83,83,SUB,Portugal,55,60.0,77.0,83.0,55.0,76,48,53,81,78,62,68,57,75,60,74,62,82,89,63,83,83,69,73.0,57.0,83,84,71,9.0,7.0,13.0,14.0,15.0,2020
Álvaro Borja Morata Martín,189,84,26,83,85,ST,Spain,73,81.0,86.0,78.0,80.0,83,76,44,51,82,75,85,66,80,58,80,84,70,79,72,56,24,85,76.0,70.0,37,14,20,4.0,5.0,4.0,4.0,5.0,2020
Julian Draxler,187,77,25,83,86,SUB,Germany,81,76.0,65.0,84.0,80.0,87,78,76,77,88,78,77,80,81,75,86,75,68,66,81,48,66,79,82.0,65.0,39,64,44,11.0,13.0,5.0,13.0,8.0,2020
John Stones,188,70,25,83,87,RCB,England,62,29.0,83.0,82.0,27.0,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67.0,44.0,85,85,82,7.0,15.0,11.0,10.0,8.0,2020
Jordan Pickford,185,77,25,83,86,GK,England,17,19.0,15.0,55.0,20.0,14,18,16,56,40,53,44,55,84,55,65,77,45,70,13,42,24,18,68.0,45.0,21,20,12,82.0,78.0,87.0,82.0,86.0,2020
Florian Tristan Mariano Thauvin,179,70,26,83,84,SUB,France,82,80.0,72.0,83.0,75.0,82,84,72,76,84,87,80,86,83,71,83,77,83,66,80,56,42,84,80.0,78.0,46,29,31,8.0,11.0,14.0,10.0,9.0,2020
Arkadiusz Krystian Milik,186,78,25,83,88,SUB,Poland,58,88.0,80.0,66.0,78.0,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60.0,79.0,35,34,32,9.0,16.0,16.0,15.0,6.0,2020
Luiz Frello Filho Jorge,180,67,27,83,84,CM,Italy,75,57.0,56.0,89.0,71.0,81,75,76,87,85,61,50,77,81,72,71,58,85,66,62,79,76,68,87.0,84.0,62,77,70,14.0,7.0,13.0,14.0,8.0,2020
William Silva de Carvalho,187,83,27,83,85,LCM,Portugal,68,52.0,74.0,81.0,50.0,78,80,50,85,81,37,46,45,74,47,69,67,83,91,55,78,81,63,81.0,60.0,80,80,72,6.0,6.0,5.0,14.0,14.0,2020
Yannick Ferreira Carrasco,180,71,25,83,86,SUB,Belgium,78,80.0,53.0,75.0,68.0,88,81,79,71,87,91,90,90,82,71,85,70,74,59,78,61,18,80,71.0,74.0,53,39,26,9.0,11.0,9.0,10.0,10.0,2020
Alessio Romagnoli,188,78,24,83,89,SUB,Italy,36,30.0,77.0,72.0,28.0,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45.0,34.0,88,86,82,9.0,14.0,12.0,8.0,9.0,2020
Anthony Martial,184,76,23,83,88,SUB,France,72,82.0,69.0,78.0,74.0,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73.0,81.0,34,39,36,9.0,8.0,8.0,15.0,11.0,2020
Timo Werner,180,75,23,83,87,SUB,Germany,69,86.0,77.0,77.0,84.0,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61.0,72.0,39,20,19,9.0,9.0,8.0,15.0,9.0,2020
Federico Bernardeschi,185,77,25,83,85,RW,Italy,82,68.0,54.0,85.0,74.0,88,82,80,71,88,82,81,85,80,79,82,49,79,67,82,52,66,78,82.0,72.0,66,54,50,14.0,15.0,10.0,13.0,12.0,2020
Jonathan Tah,195,97,23,83,88,SUB,Germany,35,20.0,80.0,75.0,24.0,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61.0,38.0,83,87,84,11.0,8.0,7.0,9.0,14.0,2020
Corentin Tolisso,181,81,24,83,88,SUB,France,67,75.0,82.0,84.0,62.0,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80.0,70.0,75,78,71,7.0,10.0,14.0,9.0,14.0,2020
Davinson Sánchez Mina,187,79,23,83,87,LCB,Colombia,36,40.0,80.0,76.0,28.0,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49.0,44.0,82,84,86,9.0,7.0,10.0,6.0,15.0,2020
Marco Asensio Willemsen,182,76,23,83,87,RW,Spain,82,78.0,57.0,82.0,79.0,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82.0,62.0,40,42,39,13.0,9.0,6.0,12.0,10.0,2020
Pau López Sabata,189,77,24,83,88,SUB,Spain,24,19.0,15.0,38.0,17.0,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62.0,25.0,19,20,11,82.0,83.0,79.0,82.0,84.0,2020
Gonçalo Manuel Ganchinho Guedes,179,68,22,83,88,SUB,Portugal,78,77.0,60.0,77.0,71.0,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77.0,69.0,24,34,30,9.0,12.0,11.0,9.0,9.0,2020
Nicolas Pépé,183,73,24,83,88,SUB,Côte d'Ivoire,78,82.0,57.0,75.0,70.0,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80.0,85.0,36,27,25,11.0,14.0,11.0,6.0,8.0,2020
Giovani Lo Celso,177,68,23,83,89,RCM,Argentina,78,80.0,57.0,83.0,69.0,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85.0,65.0,61,67,62,10.0,7.0,10.0,15.0,14.0,2020
Manuel Obafemi Akanji,187,91,23,83,88,CB,Switzerland,53,36.0,79.0,80.0,42.0,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67.0,40.0,84,84,80,10.0,9.0,13.0,6.0,9.0,2020
Lourival Adnan Beretta Barbosa,188,83,27,83,83,ST,Brazil,56,85.0,83.0,73.0,82.0,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58.0,77.0,26,27,24,8.0,11.0,20.0,19.0,20.0,2020
Josué Durval Chiamulera Vaz,185,80,27,83,83,RCB,Brazil,40,38.0,83.0,74.0,44.0,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42.0,56.0,85,87,82,16.0,15.0,13.0,15.0,10.0,2020
Ronaldo Jailson Cabrais Petri,177,75,27,83,83,RW,Brazil,83,74.0,64.0,83.0,76.0,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83.0,77.0,24,35,33,12.0,12.0,13.0,15.0,13.0,2020
Trent Alexander-Arnold,180,69,20,83,89,SUB,England,88,56.0,68.0,81.0,50.0,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78.0,55.0,76,83,79,14.0,15.0,14.0,6.0,7.0,2020
Marcus Rashford,186,70,21,83,88,SUB,England,74,81.0,72.0,75.0,76.0,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75.0,76.0,47,40,33,11.0,6.0,15.0,7.0,14.0,2020
Héctor Miguel Herrera López,185,80,29,82,82,RCM,Mexico,65,72.0,61.0,80.0,59.0,76,67,63,77,78,71,73,72,82,68,81,76,93,74,78,84,82,82,78.0,67.0,81,82,67,6.0,10.0,15.0,7.0,16.0,2020
Łukasz Fabiański,190,83,34,82,82,SUB,Poland,14,13.0,11.0,20.0,17.0,14,18,12,32,22,50,47,52,75,44,53,68,25,65,20,43,16,15,52.0,22.0,14,12,13,80.0,83.0,70.0,82.0,84.0,2020
Olivier Giroud,193,92,32,82,82,ST,France,64,83.0,91.0,79.0,83.0,70,70,65,58,83,44,48,55,84,53,85,84,60,89,71,76,42,84,77.0,83.0,37,37,20,12.0,15.0,11.0,6.0,5.0,2020
Simon Thorup Kjær,191,84,30,82,82,RCB,Denmark,50,55.0,81.0,76.0,37.0,46,52,69,69,70,64,65,48,75,53,78,74,70,81,41,82,82,31,49.0,61.0,81,82,79,6.0,10.0,13.0,10.0,15.0,2020
Marko Arnautović,192,83,30,82,82,ST,Austria,78,78.0,74.0,78.0,79.0,84,79,72,74,85,77,83,69,78,66,84,67,78,84,75,84,44,83,77.0,77.0,43,48,39,14.0,15.0,10.0,10.0,15.0,2020
Alexis Alejandro Sánchez Sánchez,169,62,30,82,82,LW,Chile,77,76.0,68.0,76.0,83.0,85,79,78,74,84,83,79,86,79,87,83,85,71,71,77,76,46,82,79.0,74.0,38,44,35,10.0,10.0,15.0,12.0,13.0,2020
Luuk de Jong,188,86,28,82,82,SUB,Netherlands,66,82.0,93.0,78.0,84.0,66,63,69,66,77,54,58,58,83,60,84,81,84,84,69,54,40,86,69.0,67.0,58,43,37,16.0,10.0,8.0,8.0,11.0,2020
Stephan El Shaarawy,178,72,26,82,82,SUB,Italy,75,80.0,51.0,74.0,83.0,84,85,63,57,86,86,87,86,72,82,74,59,73,56,79,54,36,82,73.0,67.0,59,30,25,5.0,3.0,5.0,5.0,3.0,2020
Alphonse Areola,195,94,26,82,86,SUB,France,20,19.0,14.0,48.0,16.0,12,16,16,37,22,56,54,58,79,58,60,72,38,80,14,26,23,17,51.0,25.0,13,18,12,85.0,79.0,80.0,78.0,84.0,2020
Thomas Joseph Delaney,182,79,27,82,83,LCM,Denmark,67,72.0,83.0,77.0,66.0,74,71,68,79,77,78,76,73,81,73,78,91,90,77,74,84,85,75,74.0,60.0,80,83,88,8.0,12.0,11.0,14.0,15.0,2020
Xherdan Shaqiri,169,72,27,82,82,RS,Switzerland,79,71.0,45.0,82.0,76.0,86,88,84,81,84,83,77,83,80,91,87,51,73,71,84,61,55,74,81.0,65.0,35,49,48,13.0,12.0,12.0,11.0,11.0,2020
Mário Figueira Fernandes,187,80,28,82,82,RWB,Russia,74,56.0,72.0,82.0,52.0,80,66,39,71,79,79,85,79,80,61,71,84,87,75,58,77,78,76,73.0,53.0,83,82,84,12.0,13.0,14.0,13.0,12.0,2020
Sergio Roberto Carnicer,178,68,27,82,83,SUB,Spain,83,63.0,72.0,84.0,50.0,78,78,60,78,82,77,79,69,80,74,65,43,89,69,66,68,79,69,83.0,57.0,75,79,78,14.0,16.0,11.0,15.0,10.0,2020
Nico Schulz,181,83,26,82,83,LB,Germany,84,48.0,54.0,79.0,49.0,83,59,42,73,78,89,90,76,81,75,65,62,79,77,40,73,75,73,78.0,56.0,75,77,78,13.0,9.0,15.0,7.0,14.0,2020
Benjamin Lecomte,186,78,28,82,85,SUB,France,13,11.0,10.0,17.0,10.0,11,20,19,21,23,44,40,36,78,25,59,62,34,55,10,23,24,10,41.0,20.0,17,11,12,82.0,78.0,78.0,81.0,83.0,2020
Thomas Meunier,191,90,27,82,82,RM,Belgium,83,72.0,75.0,82.0,79.0,75,74,56,74,82,74,83,63,80,49,77,72,92,85,78,73,76,80,71.0,65.0,75,83,79,8.0,13.0,15.0,6.0,9.0,2020
Harry Maguire,194,100,26,82,83,LCB,England,44,48.0,87.0,76.0,47.0,69,38,46,75,75,47,53,54,80,56,68,84,70,90,52,84,78,61,66.0,44.0,81,83,79,14.0,16.0,9.0,14.0,9.0,2020
Thorgan Hazard,175,71,26,82,83,LM,Belgium,81,76.0,33.0,82.0,80.0,86,83,79,71,84,86,78,91,82,86,78,60,78,61,77,57,63,81,80.0,81.0,43,45,46,6.0,9.0,7.0,7.0,8.0,2020
Antonio Rüdiger,190,85,26,82,84,SUB,Germany,68,32.0,81.0,75.0,34.0,60,35,56,72,69,66,76,57,82,50,72,75,61,82,44,88,80,39,57.0,40.0,82,85,82,14.0,15.0,10.0,12.0,8.0,2020
Jesse Lingard,175,62,26,82,82,SUB,England,74,77.0,67.0,80.0,75.0,82,79,68,63,84,82,79,86,83,84,81,70,89,62,78,74,54,84,81.0,74.0,63,57,49,14.0,10.0,8.0,13.0,9.0,2020
Andrea Belotti,181,72,25,82,87,SUB,Italy,42,88.0,84.0,68.0,82.0,78,64,56,42,75,77,77,78,76,75,81,83,81,82,67,83,31,85,61.0,77.0,55,23,32,13.0,7.0,12.0,14.0,7.0,2020
Quincy Anton Promes,174,72,27,82,82,SUB,Netherlands,80,80.0,60.0,79.0,69.0,84,75,76,73,81,90,91,85,80,78,82,81,80,60,79,65,37,77,82.0,74.0,39,38,36,10.0,13.0,6.0,7.0,13.0,2020
Nicolás Alejandro Tagliafico,172,65,26,82,84,LB,Argentina,80,58.0,74.0,77.0,44.0,73,68,40,67,78,80,82,77,81,82,66,86,91,74,47,84,82,72,68.0,46.0,83,78,79,13.0,9.0,10.0,15.0,16.0,2020
Duván Esteban Zapata Banguera,189,88,28,82,82,SUB,Colombia,44,87.0,83.0,70.0,77.0,77,48,62,43,81,70,72,64,76,60,86,79,70,94,64,72,20,86,56.0,70.0,52,24,22,9.0,9.0,8.0,6.0,8.0,2020
Matteo Politano,171,67,25,82,83,SUB,Italy,80,76.0,40.0,79.0,75.0,83,79,77,76,84,85,84,90,81,87,78,53,80,43,82,63,38,76,77.0,70.0,63,29,29,11.0,12.0,6.0,8.0,11.0,2020
Rafael Alexandre Fernandes Ferreira da Silva,172,66,26,82,83,SUB,Portugal,78,73.0,46.0,75.0,68.0,87,76,56,64,83,92,94,89,84,89,75,64,79,40,64,47,58,83,78.0,59.0,52,47,39,9.0,11.0,11.0,12.0,8.0,2020
Hirving Rodrigo Lozano Bahena,175,70,23,82,86,LW,Mexico,75,76.0,58.0,74.0,74.0,83,72,65,67,81,94,93,91,83,76,76,67,82,59,74,64,45,81,74.0,73.0,42,35,29,11.0,10.0,14.0,14.0,10.0,2020
Rúben Diogo da Silva Neves,180,80,22,82,87,CDM,Portugal,77,64.0,53.0,85.0,81.0,75,84,83,86,82,64,60,65,78,70,86,68,78,67,83,82,75,65,85.0,76.0,69,74,69,16.0,12.0,10.0,8.0,10.0,2020
Presnel Kimpembe,189,80,23,82,87,SUB,France,62,31.0,79.0,79.0,33.0,58,50,32,75,78,73,77,73,77,62,55,77,80,84,39,88,83,39,60.0,50.0,79,81,81,7.0,8.0,14.0,15.0,9.0,2020
Steven Charles Bergwijn,178,78,21,82,87,RM,Netherlands,74,74.0,60.0,83.0,67.0,87,77,66,62,85,88,89,79,81,89,83,74,81,80,72,44,34,78,79.0,61.0,52,31,26,11.0,14.0,12.0,14.0,13.0,2020
André Onana,187,93,23,82,87,GK,Cameroon,15,12.0,20.0,33.0,13.0,26,30,17,26,38,64,62,68,80,53,65,80,39,67,17,29,15,11,62.0,27.0,12,18,14,84.0,80.0,86.0,76.0,83.0,2020
Nélson Cabral Semedo,177,67,25,82,87,RB,Portugal,76,50.0,58.0,76.0,42.0,80,61,30,65,80,91,92,88,82,82,74,80,91,65,60,81,81,72,62.0,38.0,77,81,80,16.0,12.0,10.0,14.0,12.0,2020
Raphael William Anjos Rochedo,190,85,31,82,82,GK,Brazil,10,8.0,11.0,18.0,8.0,9,9,18,16,21,41,42,34,82,41,58,67,29,79,7,34,23,27,71.0,14.0,20,17,13,79.0,84.0,77.0,83.0,78.0,2020
Juan Everton Mestres de Mesquita,181,82,35,82,82,LCB,Brazil,40,56.0,83.0,67.0,63.0,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50.0,62.0,77,85,84,18.0,12.0,14.0,11.0,18.0,2020
Rosberto J. Dourado Santos,175,70,31,82,82,RCM,Brazil,61,53.0,70.0,82.0,57.0,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77.0,77.0,83,86,80,15.0,14.0,14.0,10.0,9.0,2020
Egidio Maestre Schetino,185,80,27,82,82,RCB,Uruguay,40,38.0,83.0,74.0,44.0,56,45,49,61,72,83,78,77,85,68,53,69,76,73,41,86,82,38,42.0,56.0,84,85,76,58.0,40.0,64.0,56.0,43.0,2020
José María Sildero,177,75,27,82,82,RM,Uruguay,75,74.0,64.0,83.0,76.0,83,86,78,82,80,88,75,83,82,76,82,64,80,70,78,62,40,80,83.0,77.0,40,35,33,12.0,12.0,13.0,15.0,13.0,2020
José Miguel da Rocha Fonte,187,81,35,81,81,SUB,Portugal,36,40.0,82.0,68.0,34.0,58,33,32,58,64,34,38,58,73,54,39,72,60,82,29,84,80,42,55.0,43.0,81,83,80,7.0,11.0,16.0,10.0,6.0,2020
José Andrés Guardado Hernández,169,67,32,81,81,LCM,Mexico,75,64.0,55.0,83.0,69.0,80,78,81,82,85,71,66,79,81,87,72,74,79,60,74,72,73,70,84.0,70.0,74,74,74,7.0,10.0,10.0,11.0,10.0,2020
Jesús Manuel Corona Ruíz,173,62,26,81,82,RW,Mexico,79,72.0,67.0,76.0,75.0,90,85,67,65,85,88,79,91,80,87,66,72,74,39,67,64,59,80,78.0,68.0,64,63,54,11.0,6.0,10.0,14.0,9.0,2020
Granit Xhaka,185,82,26,81,84,CDM,Switzerland,73,53.0,62.0,85.0,50.0,70,76,77,85,80,50,52,49,75,61,90,30,79,77,79,92,71,75,82.0,63.0,66,72,69,7.0,8.0,11.0,7.0,13.0,2020
Alessandro Florenzi,173,67,28,81,81,RB,Italy,77,70.0,72.0,77.0,87.0,78,73,79,75,79,85,79,87,80,82,82,74,89,63,82,79,79,82,76.0,76.0,76,79,78,9.0,8.0,10.0,11.0,10.0,2020
Tomáš Vaclík,188,85,30,81,82,GK,Czech Republic,15,14.0,19.0,17.0,13.0,14,17,16,38,20,36,37,36,78,56,56,73,38,73,16,29,23,15,68.0,13.0,20,18,18,82.0,72.0,74.0,82.0,85.0,2020
Vilmos Tamás Orban,186,83,26,81,83,LCB,Hungary,39,40.0,86.0,69.0,33.0,53,28,32,57,59,51,53,48,75,56,39,90,68,85,29,80,79,36,42.0,41.0,79,85,80,15.0,12.0,15.0,10.0,6.0,2020
Marcel Sabitzer,177,77,25,81,84,LCM,Austria,72,79.0,56.0,78.0,78.0,79,74,72,72,81,75,73,75,84,80,86,71,84,75,82,73,57,80,79.0,65.0,60,56,53,11.0,13.0,14.0,15.0,13.0,2020
Alessio Cragno,184,78,25,81,87,SUB,Italy,15,12.0,12.0,26.0,13.0,13,11,12,25,21,41,37,37,71,43,52,74,43,55,17,33,19,15,42.0,31.0,20,11,12,84.0,78.0,69.0,76.0,88.0,2020
Yussuf Yurary Poulsen,193,78,25,81,83,RW,Denmark,69,80.0,85.0,75.0,75.0,76,71,43,48,76,81,84,75,81,55,74,84,87,79,59,84,48,86,68.0,59.0,55,59,33,6.0,11.0,15.0,14.0,8.0,2020
Ryan Fraser,163,70,25,81,83,LM,Scotland,82,75.0,30.0,78.0,64.0,82,83,72,71,81,92,88,95,77,96,71,60,79,50,73,65,45,77,80.0,69.0,45,53,42,15.0,14.0,15.0,7.0,10.0,2020
Matthias Ginter,191,89,25,81,83,LCB,Germany,68,55.0,85.0,77.0,53.0,62,44,42,71,72,54,69,55,79,49,74,65,74,82,46,69,80,55,69.0,67.0,83,84,77,12.0,10.0,6.0,8.0,10.0,2020
Josef Alexander Martínez Mencia,170,69,26,81,84,SUB,Venezuela,53,84.0,77.0,69.0,75.0,76,68,57,55,79,87,90,91,81,92,81,86,72,74,66,66,20,85,58.0,79.0,20,20,15,12.0,14.0,14.0,12.0,8.0,2020
Raphaël Adelino José Guerreiro,170,71,25,81,83,LB,Portugal,82,73.0,37.0,83.0,79.0,85,84,82,77,85,80,68,88,82,87,79,53,75,49,82,54,75,76,83.0,44.0,68,69,64,12.0,6.0,8.0,11.0,8.0,2020
Piotr Sebastian Zieliński,180,75,25,81,85,LM,Poland,77,68.0,52.0,84.0,75.0,85,80,65,80,85,80,82,79,76,76,76,53,73,57,82,56,75,77,83.0,51.0,69,72,71,12.0,9.0,12.0,11.0,6.0,2020
José Luís Gayà Peña,172,66,24,81,86,SUB,Spain,80,61.0,52.0,81.0,58.0,79,80,49,75,81,83,87,83,82,80,62,52,83,61,59,76,77,74,75.0,52.0,75,80,82,13.0,10.0,9.0,12.0,9.0,2020
Donny van de Beek,184,74,22,81,87,SUB,Netherlands,67,77.0,66.0,83.0,78.0,78,77,62,75,84,67,74,72,82,68,82,70,89,77,78,74,74,85,81.0,55.0,71,72,67,7.0,12.0,8.0,10.0,14.0,2020
Daniel Ceballos Fernández,179,70,22,81,87,SUB,Spain,74,68.0,41.0,83.0,62.0,85,73,63,80,85,72,66,81,80,79,64,51,74,63,71,76,76,76,83.0,55.0,62,75,74,12.0,15.0,16.0,7.0,13.0,2020
Marcos Javier Acuña,172,69,27,81,81,SUB,Argentina,87,66.0,63.0,78.0,68.0,87,87,78,76,85,78,75,83,80,86,83,69,90,81,84,88,76,77,82.0,74.0,78,80,75,8.0,14.0,13.0,13.0,14.0,2020
Laureano Thomas Santeiro Marre,171,63,31,81,81,LCM,Brazil,73,72.0,44.0,79.0,67.0,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80.0,74.0,29,13,23,9.0,7.0,8.0,14.0,10.0,2020
Lautaro Javier Martínez,174,81,21,81,89,SUB,Argentina,56,82.0,82.0,72.0,69.0,82,76,33,73,82,81,81,86,78,73,79,88,78,84,69,84,31,82,76.0,66.0,56,22,25,11.0,8.0,8.0,8.0,13.0,2020
Tanguy Ndombèlé Alvaro,181,76,22,81,89,SUB,France,67,59.0,56.0,84.0,59.0,88,67,58,79,86,84,76,83,84,86,80,63,80,78,65,81,75,70,83.0,60.0,68,74,69,8.0,10.0,13.0,8.0,7.0,2020
Jaime Nicolás Frendado,181,82,35,81,81,LCB,Uruguay,40,56.0,80.0,67.0,63.0,60,72,58,58,64,67,74,61,76,63,74,91,60,77,61,86,82,58,50.0,62.0,83,82,82,58.0,62.0,54.0,71.0,48.0,2020
Saúl Marcelo Ardero,171,63,31,81,81,LM,Uruguay,73,72.0,44.0,79.0,67.0,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80.0,74.0,31,13,23,9.0,7.0,8.0,14.0,10.0,2020
Luis Roberto Dálves,188,83,27,81,81,ST,Uruguay,56,82.0,83.0,68.0,79.0,74,59,67,47,73,79,81,55,83,55,84,84,56,87,80,65,32,81,58.0,77.0,28,27,24,8.0,11.0,20.0,19.0,20.0,2020
Segundo Mandíquez,188,84,30,81,81,RS,Ecuador,48,83.0,86.0,69.0,75.0,75,53,52,40,76,78,81,72,73,48,86,67,68,91,70,72,33,82,53.0,62.0,18,23,13,13.0,13.0,7.0,5.0,14.0,2020
Tom Heaton,187,92,33,80,80,SUB,England,17,12.0,16.0,32.0,12.0,17,15,13,37,28,56,55,54,75,52,56,73,40,66,12,31,24,12,46.0,24.0,16,15,13,79.0,78.0,74.0,81.0,82.0,2020
Danny Rose,174,76,28,80,80,LB,England,80,57.0,62.0,77.0,64.0,80,66,57,66,80,78,76,74,82,79,68,79,76,70,67,87,81,68,73.0,57.0,81,83,83,10.0,11.0,8.0,13.0,13.0,2020
Erik Lamela,184,80,27,80,80,SUB,Argentina,77,74.0,69.0,81.0,77.0,84,83,80,73,83,76,75,75,77,74,81,63,75,67,82,85,46,79,81.0,75.0,48,54,44,10.0,15.0,11.0,8.0,13.0,2020
